nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
AHAR02,2__APOWQ002,,,Hartree Partners Supply UK,S,False,2__APOWQ002,POWQ,0.000,0.000,C,0.0043990,0.000,0.000,0.000,0.000,False,False,_A,Eastern,
AIRSW-1,E_AIRSW-1,,WIND,ENGIE Power Limited,E,True,Airies,RWETDL,0.000,38.000,C,-0.0066390,0.000,0.000,15.200,15.200,True,False,_N,South Scotland,
AJERE000,2__AJERE000,,,Shell Energy UK Limited,G,False,2__AJERE000,AMPERE,0.000,0.000,C,0.0078652,0.000,0.000,0.000,0.000,False,False,_A,Eastern GSP Group,
AKGLD-2,T_AKGLD-2,,,Aikengall 2 CWCL,T,False,AIKENGALL II,AIK2CWCL,-0.500,0.000,C,-0.0096992,-0.030,-0.030,0.000,0.000,False,False,,,
AKGLW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
AKGLW-2,T_AKGLW-2,48W00000AKGLW-22,WIND,Aikengall 2 CWCL,T,True,AIKENGALL II,AIK2CWCL,-1.000,63.840,P,-0.0066390,-0.400,-0.400,25.536,25.536,True,False,,,
AKGLW-3,T_AKGLW-3,,WIND,AIK2A Sustainable Energy Ltd,T,True,AIKENGALL2A-W,AIK3CWCL,-1.000,163.400,P,-0.0066390,-0.400,-0.400,65.360,65.360,True,False,,,
ALCOA-1,E_ALCOA-1,,,Conrad Energy (Trading) Ltd,E,True,Alcoa,CONRAD,-1.100,40.500,C,0.0167661,-0.440,-0.440,16.200,16.200,True,False,_K,South Wales,
ANGLD-1,T_ANGLD-1,,,SSE Energy Supply Limited,T,False,Anglesey Aluminium Demand,SSE,0.000,0.000,C,0.0018786,0.000,0.000,0.000,0.000,False,False,,,
ANSUW-1,T_ANSUW-1,48W00000ANSUW-1E,WIND,Statkraft Markets Gmbh,T,True,An Suidhe 1,STATKRA1,-20.000,19.360,P,-0.0200357,-8.000,-8.000,7.744,7.744,True,False,,,
ARBRB-1,E_ARBRB-1,,OTHER,Octopus Energy Trading Limited,E,True,Arbroath Battery Storage,COPPER,-35.964,34.511,C,-0.0200357,0.475,0.007,-0.456,-0.007,True,False,_P,North Scotland,
ARCHW-1,T_ARCHW-1,48W10000ARCHW-1N,WIND,SP Renewables (UK) Limited,T,True,Arecleoch,SPCRE01,-3.000,114.000,P,-0.0066390,-1.200,-1.200,45.600,45.600,True,False,,,
ARNKB-1,E_ARNKB-1,,,Octopus Energy Trading Limited,E,True,AR0006-BLOX,COPPER,-41.620,41.660,P,0.0133452,-0.562,-0.645,0.562,0.646,True,False,_E,Midlands,
ARNKB-2,E_ARNKB-2,,,Flexitricity Limited,E,True,Hutton Battery Storage,FLEXTRCY,0.000,49.000,C,0.0043990,0.000,0.000,19.600,19.600,True,False,_A,Eastern,
ASHWW-1,E_ASHWW-1,48W00000ASHWW-1Z,WIND,Statkraft Markets Gmbh,E,True,Andershaw Wind Farm,STATKRA1,-1.000,35.000,P,-0.0066390,-0.400,-0.400,14.000,14.000,True,False,_N,South Scotland,
ASLVW-1,E_ASLVW-1,,WIND,Npower Commercial Gas Limited,E,True,Assel Valley Wind Farm,NPOWER02,-6.000,26.000,C,-0.0066390,-2.400,-2.400,10.400,10.400,True,False,_N,South Scotland,
BABAW-1,E_BABAW-1,48W00000BABAW-13,WIND,Statkraft Markets Gmbh,E,True,Baillie Wind Farm,STATKRA1,-1.000,52.500,P,-0.0200357,-0.400,-0.400,21.000,21.000,True,False,_P,North Scotland,
BAGE-1,T_BAGE-1,48W000000BAGE-1L,CCGT,Baglan Operations Ltd,T,True,BAGE-1,BAGLAN,-12.000,500.000,P,0.0124353,-4.800,-4.800,200.000,200.000,True,False,,,
BAGE-2,T_BAGE-2,48W000000BAGE-2J,CCGT,Baglan Operations Ltd,T,True,BAGE-2,BAGLAN,-8.000,32.000,P,0.0124353,-3.200,-3.200,12.800,12.800,True,False,,,
BAGED-1,T_BAGED-1,,,Baglan Operations Ltd,T,False,Baglan Energy Park,BAGLAN,-10.000,0.000,P,0.0124353,-8.426,-8.426,0.000,0.000,False,True,,,
BAGTD-1,T_BAGTD-1,,,EDF Energy Customers Limited,T,True,T_BAGTD-1,LENCO,-4.000,0.000,C,-0.0066390,-1.186,-1.186,0.000,0.000,False,False,,,
BARNB-1,E_BARNB-1,,,EDF Energy Customers Limited,E,True,Hunningley Stairfoot BESS,LENCO,-44.000,44.000,C,-0.0032986,-17.600,-17.600,17.600,17.600,True,False,_M,Yorkshire,
BBPG01,2__BBPGM001,,,BP Gas Marketing Limited,S,True,2__BBPGM001,BPGAS,-8.480,10.190,C,0.0032790,-0.068,-0.109,0.082,0.131,False,False,_B,East Midlands,
BDCHW-1,T_BDCHW-1,,WIND,RWE Generation UK plc,T,True,Bad a Cheo Wind Farm,INNOGY01,-1.000,270.000,P,-0.0200357,-0.400,-0.400,108.000,108.000,True,False,,,
BEASC-1,T_BEASC-1,,,TINZ PROGRAMME 1 PROJECTCO 3,T,True,Black Hillock Sync Comp,BLACKH,-4.000,0.000,C,-0.0200357,-2.347,-2.347,0.000,0.000,False,False,,,
BEATO-1,T_BEATO-1,48W00000BEATO-1T,WIND,Beatrice Offshore Windfarm Ltd,T,True,Beatrice Offshore WF 1,BOWL001,-4.000,184.000,P,-0.0200357,-1.600,-1.600,73.600,73.600,True,False,,,
BEATO-2,T_BEATO-2,48W00000BEATO-2R,WIND,Beatrice Offshore Windfarm Ltd,T,True,Beatrice Offshore WF 2,BOWL001,-3.800,166.000,P,-0.0200357,-1.520,-1.520,66.400,66.400,True,False,,,
BEATO-3,T_BEATO-3,48W00000BEATO-3P,WIND,Beatrice Offshore Windfarm Ltd,T,True,Beatrice Offshore WF 3,BOWL001,-3.458,166.000,P,-0.0200357,-1.383,-1.383,66.400,66.400,True,False,,,
BEATO-4,T_BEATO-4,48W00000BEATO-4N,WIND,Beatrice Offshore Windfarm Ltd,T,True,Beatrice Offshore WF 4,BOWL001,-4.800,165.526,P,-0.0200357,-1.920,-1.920,66.210,66.210,True,False,,,
BEINW-1,T_BEINW-1,48W00000BEINW-1G,WIND,Beinneun Wind Farm Ltd,T,True,Beinneun Wind farm,BWF2016,-0.800,108.800,P,-0.0200357,-0.320,-0.320,43.520,43.520,True,False,,,
BENBW-1,T_BENBW-1,,WIND,Benbrack Wind Farm Limited,T,True,Benbrack WF,BENBW1,-2.460,67.000,P,-0.0066390,-0.984,-0.984,26.800,26.800,True,False,,,
BENBW-2,,,WIND,,,,,,,,,,,,,,False,False,,,
BENBW-3,,,WIND,,,,,,,,,,,,,,False,False,,,
BERKB-1,E_BERKB-1,,,EDF Energy Customers Limited,E,True,Berkeley BESS,LENCO,-52.000,52.000,C,0.0154944,-20.800,-20.800,20.800,20.800,True,False,_E,Midlands,
BERKB-2,E_BERKB-2,,,EDF Energy Customers Limited,E,True,Berkeley BESS,LENCO,-52.000,52.000,C,0.0133452,-20.800,-20.800,20.800,20.800,False,False,_E,Midlands,
BETHW-1,E_BETHW-1,48W00000BETHW-1H,WIND,SP Renewables (UK) Limited,E,True,BETHW-1,SPCRE01,-5.700,29.750,P,-0.0200357,-2.280,-2.280,11.900,11.900,True,False,_P,North Scotland,
BFSE01,2__BFSEN005,,,F & S Energy Ltd,S,True,2__BFSENOK5,FSE0001,-54.564,52.529,C,0.0067476,73.034,72.734,-70.310,-70.021,False,False,_B,East Midlands,
BFSE03,2__BCMRO002,48W000000BFSE03Z,,BGI Trading Limited,S,True,2__BCMRO002,CAMARO,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
BGLAW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
BHLAW-1,T_BHLAW-1,48W00000BHLAW-15,WIND,SSE Generation Ltd,T,True,Bhlaraidh Windfarm 1,SSEGEN,-2.000,108.000,P,-0.0200357,-0.800,-0.800,43.200,43.200,True,False,,,
BHOLB-1,E_BHOLB-1,,,Tesla Motors Limited,E,True,Holes Bay Battery,TESLA,-7.426,7.120,P,0.0154722,-2.970,-2.970,2.848,2.848,True,False,_H,Southern,
BJERE000,2__BJERE000,,,Shell Energy UK Limited,G,False,2__BJERE000,AMPERE,0.000,0.000,C,0.0067476,0.000,0.000,0.000,0.000,False,False,_B,East Midlands,
BLARW-1,E_BLARW-1,,WIND,Erova Energy Limited,E,True,E_BLARW-1,EROVAIRL,0.000,35.000,C,-0.0200357,0.000,0.000,14.000,14.000,True,False,_P,North Scotland,
BLHLB-1,T_BLHLB-1,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLB-1,ZENOBE4,-51.040,50.000,C,-0.0200357,-0.602,-0.602,0.590,0.590,False,False,,,
BLHLB-2,T_BLHLB-2,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLB-2,ZENOBE4,-51.040,50.420,C,-0.0200357,-0.516,-0.516,0.509,0.509,False,False,,,
BLHLB-3,T_BLHLB-3,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLB-3,ZENOBE4,-54.000,54.000,C,-0.0200357,-0.513,-0.513,0.513,0.513,False,False,,,
BLHLB-4,T_BLHLB-4,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLB-4,ZENOBE4,-54.820,54.420,C,-0.0200357,-0.515,-0.515,0.512,0.512,False,False,,,
BLHLD-1,T_BLHLD-1,,,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLD-1,ZENOBE4,-1.500,0.423,C,-0.0200357,-0.485,-0.485,0.137,0.137,False,False,,,
BLHLD-2,T_BLHLD-2,,,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLD-2,ZENOBE4,-1.500,0.363,C,-0.0200357,-0.483,-0.483,0.117,0.117,False,False,,,
BLHLD-3,T_BLHLD-3,,,ZENOBE BLACKHILLOCK LIMITED,T,True,T_BLHLD-3,ZENOBE4,-1.500,0.367,C,-0.0200357,-0.463,-0.463,0.113,0.113,False,False,,,
BLKPB-1,E_BLKPB-1,,,Conrad Energy (Trading) Ltd,E,True,Blackpool,CONRAD,-25.604,25.300,C,-0.0044771,-10.242,-10.242,10.120,10.120,True,False,_G,North Western,
BLKWW-1,T_BLKWW-1,48W00000BLKWW-1L,WIND,Blackcraig Wind Farm Limited,T,True,Blackcraig Windfarm,BLK2017,-0.800,56.216,P,-0.0066390,-0.320,-0.320,22.486,22.486,True,False,,,
BLLA-1,T_BLLA-1,48W000000BLLA-1K,WIND,SP Renewables (UK) Limited,T,True,T_BLLA-1,SPCRE01,-3.000,118.000,P,-0.0066390,-1.200,-1.200,47.200,47.200,True,False,,,
BLLA-2,T_BLLA-2,48W000000BLLA-2I,WIND,SP Renewables (UK) Limited,T,True,Black Law Windfarm Extension,SPCRE01,-2.500,69.000,P,-0.0066390,-1.000,-1.000,27.600,27.600,True,False,,,
BLPFB-1,T_BLPFB-1,,,EDF Energy Customers Limited,T,True,Bulphan Fen Warley Green BESS,LENCO,-52.000,56.606,P,0.0043990,-24.929,-24.929,27.137,27.137,True,False,,,
BLPFS-1,T_BLPFS-1,48W00000BLPFS-1I,,EDF Energy Customers Limited,T,True,Bulphan Fen Warley Green Solar,LENCO,0.000,43.677,P,0.0043990,0.000,0.000,17.471,17.471,True,False,,,
BLWNB-1,T_BLWNB-1,,OTHER,Statkraft Markets Gmbh,T,True,Thornton Battery,STATKRA1,-200.000,200.000,C,-0.0032986,-18.720,-18.720,18.720,18.720,False,False,,,
BNAKW-1,,48W00000BNAKW-1G,WIND,,,,,,,,,,,,,,False,False,,,
BNCRG-1,V__GFORS002,48W00000BNCRG-1X,,Forsa Trading Limited,V,True,V__GFORS002,FORSA,0.000,20.000,P,-0.0044771,0.000,0.000,4.600,4.600,True,False,_G,North Western,
BNWKW-1,E_BNWKW-1,48W00000BNWKW-1W,WIND,Eneco Energy Trade,E,True,Burn of Whilk Windfarm,ENECOUK,-0.100,22.500,P,-0.0200357,-0.040,-0.040,9.000,9.000,True,False,_P,North Scotland,
BOULW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
BOWLW-1,T_BOWLW-1,48W00000BOWLW-1K,WIND,Barrow Offshore Wind Limited,T,True,Barrow Offshore Wind,DONG009,-2.000,90.000,P,-0.0044771,-0.800,-0.800,36.000,36.000,True,False,,,
BOYNW-1,,48W00000BOYNW-1Z,WIND,,,,,,,,,,,,,,False,False,,,
BPGRD-1,T_BPGRD-1,,,Grangemouth CHP Ltd,T,True,T_BPGRD-1,GCHP,-120.000,0.000,P,-0.0160326,-48.000,-48.000,0.000,0.000,True,False,,,
BPGRD-2,T_BPGRD-2,,,Smartestenergy Limited,T,True,T_BPGRD-2,SMARTEST,-82.882,0.000,C,-0.0066390,-52.224,-52.224,0.000,0.000,False,False,,,
BRBEO-1,T_BRBEO-1,48W00000BRBEO-17,WIND,Burbo Extension Limited,T,True,BURBO_EXTENSION,DONG010,-5.000,257.700,P,0.0014796,-2.000,-2.000,103.080,103.080,True,False,,,
BRCHS-1,T_BRCHS-1,,OTHER,Burwell 11 Solar Ltd,T,True,T_BRCHS-1,BREACHS1,-1.612,50.000,C,0.0043990,-0.645,-0.645,20.000,20.000,True,False,,,
BRDUW-1,E_BRDUW-1,48W00000BRDUW-1V,WIND,Erova Energy Limited,E,True,Braes of Doune,EROVAIRL,-1.000,74.000,C,-0.0200357,-0.400,-0.400,29.600,29.600,True,False,_P,North Scotland,
BREDB-1,T_BREDB-1,,,Pivoted Power LLP,T,True,BREDBURY BESS,PIVOT,-57.000,49.900,C,-0.0044771,-22.800,-22.800,19.960,19.960,True,False,,,
BRETB-1,E_BRETB-1,,,EDF Energy Customers Limited,E,True,Brentwood BESS,LENCO,-52.000,52.000,C,0.0019757,-20.800,-20.800,20.800,20.800,True,False,_A,Eastern,
BRETB-2,E_BRETB-2,,,EDF Energy Customers Limited,E,True,Brentwood BESS,LENCO,-52.000,52.000,C,0.0043990,-20.800,-20.800,20.800,20.800,False,False,_A,Eastern,
BRGDG-1,2__MCNDL001,,,NEAS Energy Ltd.,S,True,Brigg DG,CNDA,0.000,51.433,C,-0.0032986,0.000,0.000,4.459,4.459,False,False,_M,Yorkshire,
BRGG-1,E_BRGG-1,48W000000BRGG-1M,CCGT,CBS ENERGY STORAGE ASSETS LTD,E,True,Glanford Brigg,REGPOWER,-5.000,50.000,C,-0.0079685,-2.000,-2.000,20.000,20.000,True,False,_M,Yorkshire,
BRIDU-1,E_BRIDGWTR,,,UK Power Reserve Limited,E,True,Bridgwater Power Station,UKPR,0.000,10.180,C,0.0173142,0.000,0.000,4.072,4.072,True,False,_L,South Western,
BRNLW-1,E_BRNLW-1,,WIND,ENGIE Power Limited,E,True,Brownieleys,RWETDL,-0.080,7.500,C,-0.0200357,-0.032,-0.032,3.000,3.000,True,False,_P,North Scotland,
BROAB-1,E_BROAB-1,,,Tesla Motors Limited,E,True,Broadditch Battery,TESLA,-11.000,11.000,P,0.0087752,-4.400,-4.400,4.400,4.400,True,False,_J,South Eastern,
BROCW-1,T_BROCW-1,,WIND,Smartestenergy Limited,T,True,Broken Cross WF,SMARTEST,-1.000,48.000,C,-0.0066390,-0.400,-0.400,19.200,19.200,True,False,,,
BROFB-1,E_BROFB-1,,,EDF Energy Customers Limited,E,True,Brook Farm BESS,LENCO,-52.803,52.000,C,0.0043990,-21.121,-21.121,20.800,20.800,True,False,_A,Eastern,
BROUD-1,E_BROUD-1,,,Npower Commercial Gas Limited,E,True,E_BROUD-1,NPOWER02,-110.000,0.000,C,-0.0032986,-57.761,-57.761,0.000,0.000,False,False,_M,Yorkshire,
BROXB-1,E_BROXB-1,,OTHER,ENGIE Power Limited,E,True,BroxburnBattery,RWETDL,-50.000,50.000,P,-0.0066390,-20.000,-20.000,20.000,20.000,True,False,_N,South Scotland,
BRYBW-1,E_BRYBW-1,48W00000BRYBW-10,WIND,Statkraft Markets Gmbh,E,True,Berry Burn Wind Farm,STATKRA1,0.000,62.708,P,-0.0200357,0.000,0.000,25.083,25.083,True,False,_P,North Scotland,
BSPHM-1,E_BSPHM-1,,,Conrad Energy (Trading) Ltd,E,True,Bispham,CONRAD,0.000,20.000,C,-0.0044771,0.000,0.000,8.000,8.000,True,False,_G,North Western,
BTNHL-1,E_BTNHL-1,,,Conrad Energy (Trading) Ltd,E,False,Barton Hill,CONRAD,-1.000,20.920,C,0.0173142,-0.076,-0.076,1.598,1.598,False,False,_L,South Western,
BTUIW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
BTUIW-2,E_BTUIW-2,48W00000BTUIW-2A,WIND,SP Renewables (UK) Limited,E,True,Beinn An Tuirc 2,SPCRE01,-2.334,43.700,P,-0.0200357,-0.934,-0.934,17.480,17.480,True,False,_P,North Scotland,
BTUIW-3,E_BTUIW-3,,WIND,SP Renewables (UK) Limited,E,True,Beinn an Tuirc III Windfarm,SPCRE01,-1.000,52.000,P,-0.0200357,-0.400,-0.400,20.800,20.800,True,False,_P,North Scotland,
BURBW-1,E_BURBO,48W00000BURBW-1L,WIND,Orsted Burbo (UK) Limited,E,True,Burbo Offshore Wind,DONG001,-2.000,90.000,P,0.0014796,-0.800,-0.800,36.000,36.000,True,False,_D,Merseyside North Wales,
BURGH-1,E_BURGH-1,,,SSEPG (Operations) Ltd,E,True,Burghfield Power Station,SSEPGO,-1.000,48.000,P,0.0154722,-0.400,-0.400,19.200,19.200,True,False,_H,Southern,
BURWB-1,E_BURWB-1,,OTHER,Arenko Cleantech Limited,E,True,Burwell Weirs Drove BESS,AG,-50.861,50.533,C,0.0042196,-20.344,-20.344,20.213,20.213,True,False,_A,Eastern,
BURWB-2,E_BURWB-2,,,EDF Energy Customers Limited,E,True,Burwell 1,LENCO,-52.000,52.000,C,0.0043990,-20.800,-20.800,20.800,20.800,True,False,_A,Eastern,
BURWB-3,E_BURWB-3,,,EDF Energy Customers Limited,E,True,Burwell 2,LENCO,-30.000,30.000,C,0.0043990,-12.000,-12.000,12.000,12.000,False,False,_A,Eastern,
BURWS-1,T_BURWS-1,48W00000BURWS-16,OTHER,EDF Energy Customers Limited,T,True,Beechgreen Energy Farm,LENCO,-2.000,49.952,C,0.0043990,-0.800,-0.800,19.981,19.981,True,False,,,
BUSTB-1,T_BUSTB-1,,,Pivoted Power LLP,T,True,Pivot Power Bustleholme,PIVOT,-57.000,52.237,C,0.0133452,-22.800,-22.800,20.895,20.895,True,False,,,
BUXTB-1,2__GCMRO001,,,BGI Trading Limited,S,True,2__GCMRO001,CAMARO,-16.941,16.379,C,-0.0044771,-0.215,-0.151,0.208,0.146,False,False,_G,North Western,
BYBRB-1,2__NCPPR001,,,Octopus Energy Trading Limited,S,True,Byers Brae,COPPER,-30.000,30.000,C,-0.0066390,-11.610,-10.983,11.610,10.983,False,False,_N,South Scotland,
CAIRW-2,2__PSTAT001,48W00000CAIRW-2E,WIND,Statkraft Markets Gmbh,S,True,STAT P2 North Scotland,STATKRA1,0.000,42.000,C,-0.0200357,0.000,0.000,9.240,9.240,True,False,_P,North Scotland,
CAMFB-1,2__MBPGM001,,,BP Gas Marketing Limited,S,True,Camblesforth BESS,BPGAS,-10.000,10.000,C,-0.0032986,-3.890,-3.604,3.890,3.604,False,False,_M,Yorkshire,
CAPNB-1,T_CAPNB-1,48W00000CAPNB-14,,HD888CAP Ltd,T,True,Capenhurst,CESCAP01,-58.007,57.000,P,0.0014796,-23.203,-23.203,22.800,22.800,True,False,,,
CARR-1,T_CARR-1,48W000000CARR-1I,CCGT,Carrington Power Ltd,T,True,Carrington Power Ltd - Unit 1,CARRINGT,-10.000,470.000,P,0.0014796,-4.000,-4.000,188.000,188.000,True,False,,,
CARR-2,T_CARR-2,48W000000CARR-2G,CCGT,Carrington Power Ltd,T,True,Carrington Power Ltd - Unit 2,CARRINGT,-11.400,470.000,P,0.0014796,-4.560,-4.560,188.000,188.000,True,False,,,
CAS-BEU01,M_CAS-BEU01,48W000CAS-BEU01F,NPSHYD,SSE Generation Ltd,T,True,Beauly Cascade,SSEGEN,0.000,93.514,P,-0.0200357,0.000,0.000,37.406,37.406,True,False,,,
CAS-CLU01,M_CAS-CLU01,48W000CAS-CLU01B,NPSHYD,SSE Generation Ltd,T,True,Clunie Cascade,SSEGEN,-0.040,76.200,P,-0.0200357,-0.016,-0.016,30.480,30.480,True,False,,,
CAS-CON01,M_CAS-CON01,48W000CAS-CON01O,NPSHYD,SSE Generation Ltd,T,True,Conon Cascade,SSEGEN,-1.846,95.226,P,-0.0200357,-0.738,-0.738,38.090,38.090,True,False,,,
CAS-GAR01,M_CAS-GAR01,48W000CAS-GAR01H,NPSHYD,SSE Generation Ltd,T,True,Garry Cascade,SSEGEN,-17.270,40.000,P,-0.0200357,-6.908,-6.908,16.000,16.000,True,False,,,
CAS-KIL01,M_CAS-KIL01,48W000CAS-KIL01E,NPSHYD,SSE Generation Ltd,T,True,Killin Cascade,SSEGEN,0.000,70.000,P,-0.0200357,0.000,0.000,28.000,28.000,True,False,,,
CAS-MOR01,M_CAS-MOR01,48W000CAS-MOR01M,NPSHYD,SSE Generation Ltd,T,True,Moriston Cascade,SSEGEN,0.000,74.000,P,-0.0200357,0.000,0.000,29.600,29.600,True,False,,,
CASKD-1,T_CASKD-1,,,INOVYN Energy Limited,T,True,Castner Kellner,IMPX,-240.000,70.000,P,0.0014796,-96.000,-96.000,28.000,28.000,True,False,,,
CATHB-1,E_CATHB-1,,OTHER,ENGIE Power Limited,E,True,CathkinBattery,RWETDL,-49.900,49.900,P,-0.0066390,-19.960,-19.960,19.960,19.960,True,False,_N,South Scotland,
CAUSW-1,2__PSMAE001,48W00000CAUSW-1D,WIND,Smartestenergy Limited,S,True,2__PSMAE001,SMARTEST,0.000,0.000,C,-0.0200357,0.000,0.000,0.000,0.000,False,False,_P,North Scotland,
CBSDIS03M,V__MCEND002,,,Centrica Business Solutions UK,V,True,Allen Diesels,CENDEPUK,0.000,0.000,P,-0.0053144,0.000,0.000,0.000,0.000,True,False,_M,Yorkshire,
CDCL-1,T_CDCL-1,48W000000CDCL-1P,CCGT,Uniper UK Limited,T,True,T_CDCL-1,EECL,-12.000,445.000,P,0.0066681,-4.800,-4.800,178.000,178.000,True,False,,,
CDWTW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
CGTHW-1,T_CGTHW-1,48W00000CGTHW-1W,WIND,Corriegarth Wind Energy LTD,T,True,Corriegarth WF,CRGTHW,-0.432,69.000,P,-0.0200357,-0.173,-0.173,27.600,27.600,True,False,,,
CHAPB-1,E_CHAPB-1,,,Tesla Motors Limited,E,True,Chapel Farm BESS,TESLA,-50.210,50.169,P,0.0043990,-20.084,-20.084,20.068,20.068,True,False,_A,Eastern,
CHDTG-1,V__GFORS003,48W00000CHDTG-1E,,Forsa Trading Limited,V,True,V__GFORS003,FORSA,0.000,20.000,P,-0.0044771,0.000,0.000,4.600,4.600,True,False,_G,North Western,
CHICK-1,E_CHICK-1,,,SSEPG (Operations) Ltd,E,True,Chickerell Power Station,SSEPGO,-1.000,48.000,P,0.0154722,-0.400,-0.400,19.200,19.200,True,False,_H,Southern,
CHTRY-1,E_CHTRY-1,,,Conrad Energy (Trading) Ltd,E,True,Chatterley,CONRAD,0.000,20.000,C,0.0133452,0.000,0.000,8.000,8.000,True,False,_E,Midlands,
CJERE000,2__CJERE000,,,Shell Energy UK Limited,G,False,2__CJERE000,AMPERE,0.000,0.000,C,0.0282503,0.000,0.000,0.000,0.000,False,False,_C,London,
CLAC-1,E_CLAC-1,48W000000CLAC-1N,NPSHYD,SSE Generation Ltd,E,True,Clachan G1,SSEGEN,-0.226,43.380,P,-0.0200357,-0.090,-0.090,17.352,17.352,True,False,_P,North Scotland,
CLACD-1,T_CLACD-1,,,SSE Generation Ltd,T,False,Clachan Station Demand,SSEGEN,-0.100,0.000,C,-0.0200357,-0.018,-0.018,0.000,0.000,False,False,,,
CLAYB-1,E_CLAYB-1,,,Tesla Motors Limited,E,True,ClayTye Farm 1 Battery Storage,TESLA,-49.500,49.500,P,0.0043990,-19.800,-19.800,19.800,19.800,True,False,_A,Eastern,
CLAYB-2,E_CLAYB-2,,,Tesla Motors Limited,E,True,ClayTye Farm 2 Battery Storage,TESLA,-49.500,49.500,P,0.0043990,-19.800,-19.800,19.800,19.800,True,False,_A,Eastern,
CLDCW-1,T_CLDCW-1,48W00000CLDCW-17,WIND,Clyde Windfarm (Scotland) Ltd,T,True,Clyde Central,CWSL,-5.000,200.000,P,-0.0066390,-2.000,-2.000,80.000,80.000,True,False,,,
CLDNW-1,T_CLDNW-1,48W00000CLDNW-1Q,WIND,Clyde Windfarm (Scotland) Ltd,T,True,Clyde North,CWSL,-5.000,200.000,P,-0.0066390,-2.000,-2.000,80.000,80.000,True,False,,,
CLDRW-1,E_CLDRW-1,48W00000CLDRW-16,WIND,Vattenfall Energy Trading,E,True,CLDRW-1,VTS,0.000,39.000,C,-0.0200357,0.000,0.000,15.600,15.600,True,False,_P,North Scotland,
CLDSW-1,T_CLDSW-1,48W00000CLDSW-11,WIND,Clyde Windfarm (Scotland) Ltd,T,True,Clyde South,CWSL,-5.000,150.000,P,-0.0066390,-2.000,-2.000,60.000,60.000,True,False,,,
CLFLW-1,E_CLFLW-1,48W00000CLFLW-1O,WIND,SP Renewables (UK) Limited,E,True,Clachan Flats,SPCRE01,-2.000,15.000,P,-0.0200357,-0.800,-0.800,6.000,6.000,True,False,_P,North Scotland,
CLVHS-1,T_CLVHS-1,48W00000CLVHS-11,OTHER,Cleve Hill Solar Park,T,True,Cleve Hill Solar 1,CHSP2024,-0.920,112.000,P,0.0087752,-0.368,-0.368,44.800,44.800,True,False,,,
CLVHS-2,T_CLVHS-2,48W00001CLVHS-2R,OTHER,Cleve Hill Solar Park,T,True,Cleve Hill Solar 2,CHSP2024,-2.000,205.000,P,0.0087752,-0.800,-0.800,82.000,82.000,True,False,,,
CMSTW-1,2__PEDGE003,,WIND,Edgware Energy Limited,S,True,2__PEDGE003,EDGWARE,0.000,55.749,C,-0.0200357,0.000,0.000,12.928,12.928,False,False,_P,North Scotland,
CMSTW-2,E_CMSTW-2,,WIND,Edgware Energy Limited,E,True,Camster II,EDGWARE,-0.340,36.000,C,-0.0200357,-0.136,-0.136,14.400,14.400,True,False,_P,North Scotland,
CNCLW-1,E_CNCLW-1,,WIND,Statkraft Markets Gmbh,E,True,Coire Na Cloiche WF,STATKRA1,0.000,30.520,P,-0.0200357,0.000,0.000,12.208,12.208,True,False,_P,North Scotland,
CNQPS-1,T_CNQPS-1,48W00000CNQPS-1E,CCGT,Uniper UK Limited,T,True,T_CNQPS-1,EECL,-20.000,351.162,P,0.0014796,-8.000,-8.000,140.465,140.465,True,False,,,
CNQPS-2,T_CNQPS-2,48W00000CNQPS-2C,CCGT,Uniper UK Limited,T,True,T_CNQPS-2,EECL,-20.000,352.000,P,0.0014796,-8.000,-8.000,140.800,140.800,True,False,,,
CNQPS-3,T_CNQPS-3,48W00000CNQPS-3A,CCGT,Uniper UK Limited,T,True,T_CNQPS-3,EECL,-20.000,352.000,P,0.0014796,-8.000,-8.000,140.800,140.800,True,False,,,
CNQPS-4,T_CNQPS-4,48W00000CNQPS-48,CCGT,Uniper UK Limited,T,True,T_CNQPS-4,EECL,-20.000,352.000,P,0.0014796,-8.000,-8.000,140.800,140.800,True,False,,,
